designation,l,b,parallax,phot_g_mean_mag,bp_rp,bp_g,g_rp,teff_gspphot,mh_gspphot,logg_gspphot,SIMBAD_ID,Spectral_Type,Object_Type,distance,adjusted_mag,X,Y,Z,Sector_Reference,label_name
Gaia DR3 4068205774550640768,3.3643885850266226,2.818296879264724,12.980460204375804,20.389074,0.70955086,-1.114603,1.8241539,,,,,,,77.0388710612042,10.180449223271108,76.81307532795918,4.515628676120027,3.787903206988954,C8-S1-U1,
Gaia DR3 4125033929939467904,9.543673044945582,8.983148102800511,12.981601553978166,20.764025,1.844656,0.44285774,1.4017982,,,,,,,77.03209776096953,10.555839254303589,75.03416100764014,12.615215339006593,12.02809666096832,C8-S2-U2,
Gaia DR3 4144632209386471040,11.64351836812336,3.6517594655098065,12.98689263820842,16.549803,3.1493578,1.8524303,1.2969275,,,,Gaia DR3 4144632209386471040,,PM*,77.00071355467468,6.343654801348732,75.26308616387148,15.508876104811936,4.9043359371386845,C8-S2-U1,Gaia DR3 4144632209386471040
Gaia DR3 4147916072632589824,11.235433685301453,6.19119168400115,12.985907629659533,20.356573,2.186802,0.5521164,1.6346855,,,,,,,77.00655422159493,10.150045879867749,75.09018310182768,14.916521577357363,8.304888852336616,C8-S2-U1,
Gaia DR3 4089749773050457472,9.585727037380831,-4.189356896852533,12.98607578829472,19.441805,,,,,,,,,,77.00555705222139,9.235342407039692,75.72748978269469,12.788942830832164,-5.6254821486252755,C8-S2-D1,
Gaia DR3 4258964925947137536,31.156852546711217,-1.57324448446493,12.980108840141197,20.289211,3.727913,2.0657387,1.6621742,,,,,,,77.04095646004784,10.080450825551296,65.90326438032245,39.84463410513016,-2.1151475893204026,C7-S4-D1,
Gaia DR3 4564278757827200000,39.476080708852564,37.77642074104588,12.981646548402619,15.578135,2.93608,1.691452,1.244628,,,,,,,77.03183076749606,5.369966386594166,46.997693412944656,38.70896743237367,47.18829945626824,C5-S4-U5,
Gaia DR3 6863128666930454656,30.58683655672818,-31.34450700582039,12.989137589511534,19.948475,2.4291477,1.022707,1.4064407,,,,,,,76.98740529220969,9.743191144796436,56.60274982927751,33.457222841991985,-40.04751584171569,C6-S4-D5,
Gaia DR3 2019411197887404544,57.58534670784434,2.2314176311505887,12.980275166054719,20.421696,2.347353,0.6271858,1.7201672,,,,,,,77.03996927701067,10.212999330713274,41.265399510895264,64.98712195406411,2.9996082305114276,C5-S7-U1,
Gaia DR3 6056812466223771520,303.62112242444994,3.1070572912469125,12.98047052711376,20.717516,2.0733376,0.4995842,1.5737534,,,,,,,77.03880979593062,10.508894819402963,42.59357438606455,-64.05723725643647,4.175642569110831,C5-T7-U1,
Gaia DR3 5549803774633081088,258.9384362369763,-27.25785898760922,12.983488398497359,15.019274,2.6866398,1.5022221,1.1844177,,,,Gaia DR3 5549803774633081088,,PM*,77.0209029582323,4.811814962888711,-13.136531779332483,-67.19603760527188,-35.27525415164165,R2-T7-D4,Gaia DR3 5549803774633081088
Gaia DR3 1084533706721940992,157.0945219128779,31.084319524042183,12.985631460059556,16.154753,3.0133305,1.7467937,1.2665367,,,,Gaia DR3 1084533706721940992,,PM*,77.0081919447461,5.948119170855502,-60.750150658096686,25.66871339903233,39.75925016968695,R7-S3-U4,Gaia DR3 1084533706721940992
Gaia DR3 2290294613424409600,109.83316991683398,21.12423167204546,12.987403717773518,19.955786,3.7657623,1.7636509,2.0021114,,,,,,,76.99768342701785,9.749834536124473,-24.36847180681052,67.56328341577677,27.749298531807334,R3-S7-U3,
Gaia DR3 2336537392427416832,41.401529510388954,-78.95431403294705,12.985354094046238,15.993889,2.8775644,1.6471634,1.230401,,,,,,,77.00983683290532,5.7871484960961865,11.067209877187906,9.757583075176733,-75.58320849961319,C2-S1-D8,
Gaia DR3 5016523661450812416,247.6056238796006,-80.51676805378104,12.982679767103518,12.149027,1.7532835,0.8461094,0.9071741,,,,LP  883-386,,PM*,77.02570023593084,1.941256658383237,-4.834888172197026,-11.733586801515694,-75.97305636848581,R1-T2-D8,LP 883-386
Gaia DR3 1876668853133758080,88.86369395318644,-29.761887535845386,12.987447348063423,11.441116,1.5486879,0.71864605,0.8300419,4430.9395,0.0712,4.5003,TYC 2224-379-1,,PM*,76.99742475946294,1.2351819149175487,1.3255255152296574,66.8279997859782,-38.221261704749246,C1-S7-D4,TYC 2224-379-1
Gaia DR3 2876081835671249280,113.6029183104699,-26.996947827083492,12.986190835960354,20.410799,2.3079834,0.4938755,1.8141079,,,,,,,77.00487484219602,10.204380844016374,-27.472634103515606,62.873645616998346,-34.95582657733516,R3-S7-D4,
Gaia DR3 3671310458046503552,344.5959731779662,61.32367133603662,12.982949650423139,15.035323,2.5450506,1.3555498,1.1895008,,,,Gaia DR3 3671310458046503552,,PM*,77.02409906268166,4.8276568693391155,35.63311169770895,-9.817688594619572,67.5766688866466,C4-T1-U7,Gaia DR3 3671310458046503552
Gaia DR3 3693331442569028736,286.93263573005765,58.33457992998721,12.988975714621416,14.202818,2.3899431,1.2743473,1.1155958,,,,Gaia DR3 3693331442569028736,,PM*,76.9883647464458,3.9974718656062116,11.77094653123833,-38.6635566824841,65.52696016717734,C2-T4-U7,Gaia DR3 3693331442569028736
Gaia DR3 4057891084151852800,355.61564763607925,1.4602413787485984,12.98043756035627,20.118502,2.9991302,1.1084385,1.8906918,,,,,,,77.03900545341503,9.909867838561476,76.78861840293881,-5.887467266981252,1.963205083373624,C8-T1-U1,
Gaia DR3 4058711182483274752,357.25386572078304,2.7432811401559047,12.9812207579358,19.72479,,,,,,,,,,77.03435744967751,9.516458423185641,76.85771328795501,-3.6865432013741697,3.6869411516311095,C8-T1-U1,
Gaia DR3 4060538570784606208,0.28307970925133985,2.132533111443373,12.984618612064935,,,,,,,,,,,77.01419886686766,,76.95992152188201,0.3802368980898022,2.865785468686218,C8-S1-U1,
Gaia DR3 4061854754862985728,1.8109075518345819,2.451613492419405,12.981140209131636,20.11832,,,,,,,,,,77.03483545278603,9.9099572899303,76.92588675682478,2.432152522075116,3.295216840111047,C8-S1-U1,
Gaia DR3 4062269919333083392,0.9056852760342156,-2.8897879211763957,12.984644271526184,18.086926,2.1628914,0.9651108,1.1977806,,,,,,,77.01404667610986,7.879911823654796,76.90650322650363,1.2157769755011594,-3.8826580132242583,C8-S1-D1,
Gaia DR3 4406073500041720960,8.004699326379669,35.59632422380296,12.988723316888938,16.946957,3.1252356,1.8349724,1.2902632,,,,Gaia DR3 4406073500041720960,,PM*,76.98986078945288,6.7415134238701455,61.99342281898032,8.717792499922199,44.81355024425943,C7-S1-U5,Gaia DR3 4406073500041720960
Gaia DR3 4116554290209457920,4.231412820715191,4.231755081601235,12.985232462582973,20.616438,,,,,,,,,,77.01055817687563,10.409650718787976,76.59126175527906,5.666730540244665,5.682680567525458,C8-S1-U1,
Gaia DR3 4119279360961276800,9.422835859101571,2.506138833240904,12.98463409486803,20.00578,2.4514332,1.0988064,1.3526268,,,,,,,77.0141070355794,9.798761664690755,75.90228793037912,12.596625113828287,3.3675518055666434,C8-S2-U1,
Gaia DR3 4104721346028543616,19.608369863384144,-2.6503839276524666,12.980093647760986,19.701645,,,,,,,,,,77.04104663162396,9.492878597637937,72.4956839170049,25.826485576141152,-3.562488215720578,C8-S3-D1,
Gaia DR3 4258652351089336960,29.217318948086895,0.4187821020853454,12.98454017785175,18.733484,4.0234165,2.561182,1.4622345,2665.3987,0.1042,5.1061,Gaia DR3 4258652351089336960,,PM*,77.01466407764983,8.5264305017153,67.214644926977,37.591663017128354,0.5629049123207523,C7-S4-U1,Gaia DR3 4258652351089336960
Gaia DR3 6772762898626920960,17.31847973829545,-16.944163732457373,12.984547675676657,10.947989,1.2965937,0.579443,0.7171507,4665.376,0.1718,4.5832,TYC 6309-1216-1,,PM*,77.01461960613793,0.7409385845444731,70.33145243394836,21.93069532370936,-22.445111588673722,C8-S3-D3,TYC 6309-1216-1
Gaia DR3 6900887889092977408,33.63429497594093,-28.291437207560076,12.98649764611641,12.93646,2.0602589,1.0452433,1.0150156,3751.3804,-0.557,4.55,,,,77.00305557742493,2.7301594868408205,56.453673118904334,37.556457219578135,-36.49610774805839,C6-S4-D4,
Gaia DR3 4323449908533891200,54.478254479830774,0.48739671263074325,12.983566039224355,20.476065,2.4590626,0.86523247,1.5938301,,,,,,,77.02044237915246,10.268635786666074,44.748174132006966,62.68428985876023,0.6551801545043978,C5-S7-U1,
Gaia DR3 5886887445296305792,323.77304353779925,1.90383076685159,12.98224656405229,20.519611,2.3794365,0.6235218,1.7559147,,,,,,,77.02827049741838,10.31167430467287,62.10304666338708,-45.49744387988348,2.559033283385265,C7-T5-U1,
Gaia DR3 5931484908298399744,329.42144686728903,-3.8869417007539617,12.987654544182414,20.263094,1.3654423,-0.56760406,1.9330463,,,,,,,76.99619639544015,10.057239297475622,66.13604874332623,-39.07934320463874,-5.219410951402896,C7-T4-D1,
Gaia DR3 5874785223958454528,317.2708171538213,-2.209036095686352,12.980514938315586,20.631952,1.6673393,0.34283066,1.3245087,,,,,,,77.03854621731708,10.423348266636383,56.548079684041234,-52.2344183998098,-2.9694817323287057,C6-T6-D1,
Gaia DR3 5829663878046662400,324.2832452841935,-8.105616731884856,12.980438309936432,20.385088,1.248003,0.06638336,1.1816196,,,,,,,77.03900100465076,10.176454431006956,61.9240808337168,-44.524430075311706,-10.862366922663089,C7-T5-D2,
Gaia DR3 5858017809064422016,305.81001968704516,-2.839466729803882,12.985612620691747,14.370804,2.5149498,1.3569794,1.1579704,3509.9387,-0.1354,4.808,Gaia DR3 5858017809064422016,,*,77.00830366728819,4.164163018606548,45.00220082692322,-62.37409647740822,-3.8148188782054686,C5-T7-D1,Gaia DR3 5858017809064422016
Gaia DR3 5222067567741287040,287.0694944730314,-15.848553600608934,12.98214230408472,13.803556,2.1357613,1.095788,1.0399733,3721.866,-0.4126,4.8134,,,,77.0288891137296,3.5955792333048713,21.750906518295,-70.8366016671886,-21.03624700301114,C3-T8-D3,
Gaia DR3 6510259307849967488,339.2312197242945,-52.183129221454514,12.989592500173686,19.87353,2.3500614,0.82717896,1.5228825,,,,,,,76.9847091035865,9.66842080385858,44.135124136477316,-16.73784781627036,-60.81595764025216,C5-T2-D7,
Gaia DR3 6645790363833343232,346.7147024716931,-29.1555282916252,12.987799416735315,9.514304,0.88664055,0.35980225,0.5268383,5610.4253,0.0172,4.492,CD-51 12225,,*,76.99533754051197,-0.6914947169502437,65.44057807363252,-15.451767365352827,-37.51074019068665,C7-T2-D4,CD-51 12225
Gaia DR3 857735587834080640,144.5819966457205,53.83525953059298,12.989316687560008,7.2185545,0.7674575,0.29892588,0.4685316,5814.0874,-0.116,3.9462,HD  97140,G0,PM*,76.98634378186418,-2.986660301476693,-37.02325448795408,26.32857006594407,62.152893370318964,R4-S3-U7,HD 97140
Gaia DR3 1294793345366747776,59.02993412596593,61.356952098515684,12.986050534490294,19.085957,1.1130714,0.50035286,0.6127186,,,,[MFL2000] J150003.51+360030.5,DC,WD*,77.00570680393169,8.879484371235922,18.994959956513004,31.650366058733468,67.58198506237984,C2-S4-U7,[MFL2000] J150003.51+360030.5
Gaia DR3 2762060001672916096,89.6441206223573,-47.37462487742591,12.984406100219267,12.1411085,1.8567514,0.9129267,0.94382477,4297.375,0.744,4.621,Gaia DR3 2762060001672916096,,PM*,77.01545933495665,1.9340031164195466,0.3239466393935076,52.154009755965376,-56.66776245383132,C1-S6-D6,Gaia DR3 2762060001672916096
Gaia DR3 1957114896260199040,93.0287983040025,-13.861208562883927,12.981809055390828,7.4657784,0.7385287,0.28432465,0.45420408,5891.505,-0.2563,4.011,HD 211275,G0,PM*,77.03086647887028,-2.7423272086566115,-3.9516209616515834,74.68317250260641,-18.454344399271154,R1-S8-D2,HD 211275
Gaia DR3 2802074597061660800,123.5406557333145,-40.51563954497114,12.98521493571829,16.195595,3.019105,1.7581959,1.2609091,,,,,,,77.01066212229655,5.988800845625613,-32.34817786290344,48.79749854311737,-50.030406808249545,R4-S5-D6,
Gaia DR3 1441802486700615040,5.776495577970237,78.60779110379562,12.982088931395568,14.435856,2.643959,1.4606819,1.1832771,,,,2MASS J13345965+2131006,,PM*,77.02920579920111,4.227858100285616,15.137858853732084,1.5313738198096358,75.51157970539461,C2-S1-U8,2MASS J13345965+2131006
Gaia DR3 3130188073885003520,208.30735515336409,-1.261461269923274,12.983259169249203,18.157675,3.951767,2.5519276,1.3998394,,,,Gaia DR3 3130188073885003520,,PM*,77.02226282045544,7.950127716385168,-67.79523542274059,-36.515200184848304,-1.695635402716702,R7-T4-D1,Gaia DR3 3130188073885003520
Gaia DR3 3151269701815050240,209.12279639866298,20.4450835370443,12.985940658247774,14.216923,2.2880478,1.2023411,1.0857067,3521.7935,-0.4541,4.7477,Gaia DR3 3151269701815050240,,PM*,77.00635836225457,4.0104082520918,-63.03353031478051,-35.1168689226416,26.899048335240945,R7-T4-U3,Gaia DR3 3151269701815050240
Gaia DR3 4041467644755910400,355.37687269744333,-3.950048886819199,12.989371691531757,19.597326,,,,,,,,,,76.98601778036242,9.392132653173256,76.55325163672882,-6.190429961502355,-5.303317302753845,C8-T1-D1,
Gaia DR3 5957983482121874944,349.86921718078327,-6.279982620641245,12.984188548646673,20.048082,1.3565941,0.13149834,1.2250957,,,,,,,77.01674973783625,9.840893180352419,75.36101374758222,-13.465618355731197,-8.424634675463386,C8-T2-D1,
Gaia DR3 5978422132029017728,351.0701879735164,4.8155125856435435,12.984984514773423,20.140856,2.0096016,0.3416996,1.667902,,,,,,,77.01202869069799,9.933973122077662,75.81003919601542,-11.911951242666587,6.464977784016523,C8-T2-U1,
Gaia DR3 6028628031912481920,353.76457670854364,6.94257346843388,12.982059924750896,20.333794,0.8273506,-0.5949516,1.4223022,,,,,,,77.02937791046965,10.125784703137331,76.01221890582877,-8.305122086007598,9.310885318960088,C8-T1-U1,
Gaia DR3 4111606139914442240,1.9012024880514375,7.603020400507831,12.985448442653912,20.309984,1.6984463,0.4838562,1.2145901,,,,,,,77.00927730114064,10.10328017699147,76.29023599922206,2.5324106765986674,10.188992972420067,C8-S1-U2,
Gaia DR3 4149473874448039808,12.723267555972791,8.408233606109013,12.98421787991552,20.124239,1.4987049,-0.07500267,1.5737076,,,,,,,77.01657575746921,9.917061091545559,74.31794934355716,16.77998906828452,11.26176334517456,C8-S2-U2,
Gaia DR3 4162024799651940352,14.160082901289003,9.095427868732736,12.988670771247579,20.687712,1.7957935,0.86512566,0.9306679,,,,,,,76.99017225177913,10.48224827759792,73.71227534636,18.59744039807664,12.170550409123376,C8-S2-U2,
Gaia DR3 4037380656970619008,355.13799711997206,-6.804448603693099,12.982330700655307,19.21487,1.2814884,0.040245056,1.2412434,,,,,,,77.02777128836529,9.006965803291225,76.20999674835534,-6.482592324356896,-9.126332342434713,C8-T1-D1,
Gaia DR3 4039574079556194176,358.1137344728985,-6.591047577358093,12.984810532351988,19.89911,,,,,,,,,,77.01306056861395,9.692161132815498,76.46260421742267,-2.518176812867467,-8.839708138502965,C8-T1-D1,
Gaia DR3 4042411334874394112,357.26306892267854,-5.177372511901744,12.986041241253545,19.58668,1.3769398,0.18130302,1.1956367,,,,,,,77.00576191173946,9.380203678205152,76.60410539943122,-3.662045852169163,-6.948944073522627,C8-T1-D1,
Gaia DR3 4077358380059927040,9.30661536496009,-6.240724349857255,12.98846011576153,19.731194,1.6688728,0.33202553,1.3368473,,,,,,,76.99142092960638,9.525649011711767,75.52773741808517,12.377095765418858,-8.369425170121325,C8-S2-D1,
Gaia DR3 4470594044966339712,33.876787412302356,9.074913815167513,12.980960815877607,18.356691,1.1976261,0.1556549,1.0419712,,,,,,,77.0359000527029,8.148259087189562,63.1575787290455,42.40300041128741,12.15054328558232,C7-S5-U2,
Gaia DR3 4479720197621847808,40.038992173146696,7.168343495509001,12.988514794909255,20.74229,,,,,,,,,,76.99109681054081,10.536767015139556,58.48418361690727,49.14191996371726,9.60733870713156,C6-S5-U1,
Gaia DR3 4310747388130834048,42.9450163179836,1.8109827242621463,12.989825242323876,14.779901,2.9003916,1.6405077,1.2598839,,,,,,,76.98332974809908,4.574881507627815,56.324254236627375,52.4222535292915,2.432854024187279,C6-S6-U1,
Gaia DR3 4311904177449440384,43.618664964606,3.528836160460502,12.989413158973376,20.346334,1.9489422,0.3636589,1.5852833,,,,,,,76.98577200996782,10.141156793924704,55.62795779153134,53.00835428705502,4.7385419373902895,C6-S6-U1,
Gaia DR3 4512646207195446400,48.2635724480453,2.950325237213742,12.985132762648576,20.7319,,,,,,,,,,77.0111494644457,10.525073678389912,51.19874870036474,57.390711495316125,3.963774389831511,C6-S6-U1,
Gaia DR3 1826210202951519744,57.25310603996027,-3.960788385533555,12.981578725593165,20.629925,1.2822075,0.0066509247,1.2755566,,,,,,,77.03223322356789,10.421730501376784,41.5694354594449,64.63462660492785,-5.320905433735495,C5-S7-D1,
Gaia DR3 5932509275084063488,329.1358712904537,-2.6765476267105623,12.98285645990935,20.346159,1.6958923,0.8854675,0.8104248,,,,,,,77.02465193911435,10.138456817951353,66.0447735261323,-39.47084315645051,-3.596864849071769,C7-T4-D1,
Gaia DR3 5873913929657855232,314.95002893677537,-3.97484128345151,12.989045367189744,20.902473,1.8582687,0.31526184,1.5430069,,,,,,,76.98795190337809,10.697154210557915,54.26036947334233,-54.35509951961349,-5.336684280164228,C6-T6-D1,
Gaia DR3 5879100119832313472,317.11426857527545,0.5578141466272196,12.98783269375818,19.846535,,,,,,,,,,76.99514026544165,9.640748661843512,56.41262028817975,-52.39566788088103,0.7495892429152085,C6-T6-U1,
Gaia DR3 6655666765690186112,345.16375032742326,-18.826960190925817,12.98334538652443,15.114129,2.6646185,1.4803476,1.1842709,,,,,,,77.02175134599068,4.906615196561658,70.47049560941363,-18.66681343282539,-24.85577408231983,C8-T2-D3,
Gaia DR3 332962185661764096,140.29935593302798,-19.28414909588301,12.981634703020104,11.669721,1.539381,0.718523,0.820858,4455.187,0.4766,4.6592,TYC 2834-1473-1,,PM*,77.03190105691047,1.46154793721065,-55.94238283300401,46.445323359050924,-25.440037764918134,R6-S5-D3,TYC 2834-1473-1
Gaia DR3 496096146057668096,141.65457018091786,15.762255040794972,12.98795951435677,9.604163,0.8871145,0.35583305,0.5312815,5738.5786,-0.1841,4.5171,G 247-38,G5,PM*,76.99438844836321,-0.6015740746890348,-58.114853599900556,45.971212029195605,20.915241049682212,R6-S5-U3,G 247-38
Gaia DR3 1721236391872002688,116.4412591282862,34.25104411308755,12.980248702027172,19.500294,3.1061401,1.6282997,1.4778404,,,,2MASS J15171917+8057199,,LM*,77.0401263454857,9.291587159224473,-28.355340883555485,57.01833139583718,43.35972319492198,R3-S6-U5,2MASS J15171917+8057199
Gaia DR3 319755539185014656,133.49052914258885,-23.1784685757538,12.985271090456168,20.04433,2.7873325,1.2439556,1.5433769,,,,,,,77.01032909008528,9.837558277472755,-48.72309857614857,51.360433074153924,-30.31099414630771,R5-S6-D4,
Gaia DR3 1937057433347858048,106.3637478745419,-15.609168956713921,12.98452534608996,9.573598,0.88092136,0.35568333,0.52523804,5636.5986,-0.0773,4.5053,BD+43  4443,F9,Em*,77.01475204876326,-0.6334615697721802,-20.897484975638495,71.16978550327494,-20.722663589492665,R3-S8-D3,BD+43 4443
Gaia DR3 3247369251464364160,191.7606697971429,-45.27335242531396,12.981538812152285,15.943736,2.8308945,1.6083937,1.2225008,,,,Gaia DR3 3247369251464364160,,PM*,77.03247006925554,5.735526430430776,-53.07169608076766,-11.049239821930222,-54.729432844118286,R6-T2-D6,Gaia DR3 3247369251464364160
Gaia DR3 5054027212800281984,231.77256728278712,-55.67324293513046,12.987210879602813,15.193104,2.8630219,1.6333237,1.2296982,,,,2MASS J03283923-3235287,,PM*,76.99882671271315,4.987078334051629,-26.867963956912746,-34.10947435994031,-63.5883290143171,R3-T4-D7,2MASS J03283923-3235287
Gaia DR3 594019476258084480,218.56719600158576,39.200201562711364,12.98067897715851,15.459991,2.843439,1.6202965,1.2231426,,,,LP  487-33,,PM*,77.03757266932284,5.251450622118565,-46.67783189587388,-37.21868799310631,48.69021335292691,R5-T4-U5,LP 487-33
Gaia DR3 3041124509600588544,227.0865188306502,5.455968617672939,12.980257073935148,12.998243,2.0184212,1.0174036,1.0010176,,,,,,,77.04007665672803,2.7895399843073996,-52.21841615451426,-56.16720007474005,7.325029785100913,R6-T6-U1,
Gaia DR3 3463720085743392640,289.177276304494,24.559628035246217,12.980879361090375,16.639004,3.1931152,1.8959999,1.2971153,,,,SIPS J1148-3638,,PM*,77.03638345160628,6.43054010556536,23.016402063650695,-66.17860215510015,32.01940393174532,C3-T7-U4,SIPS J1148-3638
Gaia DR3 3496995671285637376,300.55581483932843,37.52501627745512,12.987837846303648,16.80812,3.3645182,2.0429325,1.3215857,,,,Gaia DR3 3496995671285637376,,PM*,76.99510971986773,6.6023366439830795,31.043489626565677,-52.584183461221045,46.89831897090158,C4-T6-U5,Gaia DR3 3496995671285637376
Gaia DR3 6255537815568845568,341.64749042123316,30.440769258541703,12.982949979246008,17.468714,3.3186607,1.9501724,1.3684883,2960.3662,-0.2969,5.1272,Gaia DR3 6255537815568845568,,Em*,77.02409711187038,7.261047613346147,63.02896837367133,-20.908939510983565,39.02405578839297,C7-T3-U4,Gaia DR3 6255537815568845568
Gaia DR3 4041684725368498432,356.3960899449735,-3.5748489744145826,12.986958201023752,19.883734,1.5712585,0.80874443,0.7625141,,,,,,,77.00032482750046,9.677611012441114,76.69852084743927,-4.830716821473547,-4.801155938546332,C8-T1-D1,
Gaia DR3 5979768307831911296,352.12664217324436,4.069887495142713,12.988467268507383,20.5714,1.2687016,0.58958626,0.6791153,,,,,,,76.99137853044908,10.365857911451576,76.07327641042698,-10.519987046222269,5.464325827491034,C8-T2-U1,
Gaia DR3 6029840243514104320,354.521010038458,7.464219577531729,12.984077483856357,20.50762,1.1571712,-0.023180008,1.1803513,,,,,,,77.01740853313156,10.300387917027209,76.01588739339877,-7.291365399280204,10.005102276717707,C8-T1-U2,
Gaia DR3 4061236795048646528,359.4892391461367,3.13829184247022,12.989565660037577,20.13469,2.2847576,1.0526619,1.2320957,,,,,,,76.98486817588534,9.92957036929814,76.86636009580509,-0.685240135607148,4.21462449537555,C8-T1-U1,
Gaia DR3 6050514665477666944,353.575698326455,19.31173313966029,12.984307143398585,20.429403,2.2203102,0.5560837,1.6642265,,,,,,,77.01604629003366,10.222259802424636,72.2261968344013,-8.132487261547835,25.46979638567391,C8-T1-U3,
Gaia DR3 4117143039974079360,4.9497431179927185,4.456847805034589,12.98490703957472,20.332476,,,,,,,,,,77.01248818742039,10.12556316242441,76.49328403229592,6.624690853283173,5.984505482535088,C8-S1-U1,
Gaia DR3 4074915681710451072,9.946756720839721,-10.525049281254077,12.982626235873141,15.48278,3.003808,1.7010689,1.3027391,,,,Gaia DR3 4074915681710451072,,*,77.0260178358085,5.274989627753641,74.59174419087314,13.081077702948937,-14.069986792283927,C8-S2-D2,Gaia DR3 4074915681710451072
Gaia DR3 4107083543671630080,22.259885395120556,-2.8613748463768767,12.989708108364393,20.022512,1.8671227,0.83128357,1.0358391,,,,,,,76.9840239409287,9.817448305684197,71.15797405647875,29.125828717508487,-3.8430159814054394,C8-S3-D1,
Gaia DR3 4265145555707052288,32.542804713547945,-1.6928734991208083,12.983270587753717,20.263437,,,,,,,,,,77.02219508104803,10.055894595467969,64.90058632759941,41.4144305774811,-2.2753833478851746,C7-S5-D1,
Gaia DR3 4308972020419149184,44.109005747153596,-1.3636856426899038,12.985744937995138,20.80017,1.762228,0.5489731,1.2132549,,,,,,,77.00751899677998,10.593581031432072,55.27704016168402,53.584028791407825,-1.8326678598640171,C6-S6-D1,
Gaia DR3 2028397643882493696,64.20975430442954,0.7191322724387229,12.983132738871669,20.508003,2.2010994,0.49442863,1.7066708,,,,,,,77.02301286699371,10.300407471813834,33.508364901195286,69.34550792001198,0.9667078529623321,C4-S7-U1,
Gaia DR3 5831452783459611520,326.06665195728397,-6.4722053239880335,12.986180192209966,20.481058,1.5750675,0.1868496,1.3882179,,,,,,,77.00493795703458,10.274635840149642,63.4828426119822,-42.71235424048014,-8.680089798198132,C7-T5-D1,
Gaia DR3 5932949492075085056,329.9704063961705,-2.1407303090849976,12.986336175802833,20.778288,,,,,,,,,,77.00401302280153,10.571925664169115,66.62100826392482,-38.509550929772175,-2.8764155995146843,C7-T4-D1,
Gaia DR3 5854139861532128768,312.59923133879573,-1.8410871640398714,12.982074304022385,19.350142,2.4939137,1.0233479,1.4705658,,,,,,,77.02929259079642,9.142138126397786,52.11160140725224,-56.67246672241195,-2.474758858414682,C6-T6-D1,
Gaia DR3 5927783161803138688,331.128240206092,-7.00589764989151,12.989516209652894,20.45573,1.5233288,-0.16163635,1.6849651,,,,,,,76.9851612531089,10.250592441782914,66.91275215357176,-36.89480481340779,-9.389996282342146,C7-T4-D1,
Gaia DR3 5777131858124357248,313.7651035854566,-21.009578444977937,12.983094569293252,17.487339,3.8315077,1.6952629,2.1362448,,,,Gaia DR3 5777131858124357248,,PM*,77.02323931038238,7.279728557024686,49.73539638376788,-51.92686326140381,-27.614681099831547,C5-T6-D3,Gaia DR3 5777131858124357248
Gaia DR3 6502068182445859328,334.16852552721974,-61.32189557293279,12.987727843306187,20.679674,2.732563,1.1646938,1.5678692,,,,Gaia DR3 6502068182445859328,,PM*,76.99576185032204,10.473847716359954,33.25736531443895,-16.099783363531223,-67.55066225360655,C4-T2-D7,Gaia DR3 6502068182445859328
Gaia DR3 388602116890169088,119.49536104392558,-18.01899710223792,12.988587164894037,10.06753,0.9829359,0.408247,0.5746889,5325.0312,-0.3059,4.5452,BD+43   100,K0,PM*,76.99066783051136,-0.13796594419698138,-36.047426661033306,63.72564898153334,-23.81570124913309,R4-S7-D3,BD+43 100
Gaia DR3 418338821185634048,121.70761581350465,-7.521635497103764,12.986997071095127,14.763051,2.868225,1.6328154,1.2354097,,,,UCAC4 727-006344,M3,*,77.00009436559264,4.556943261089698,-40.12184970545362,64.94350080679524,-10.079355707630823,R5-S7-D2,UCAC4 727-006344
Gaia DR3 478382635777496960,147.33728663290916,14.307827245452513,12.983897745199508,15.990517,2.9328175,1.6895809,1.2432365,,,,Gaia DR3 478382635777496960,,PM*,77.01847470030535,5.783215506329885,-62.827765289521686,40.276994424760524,19.033682617774193,R7-S5-U2,Gaia DR3 478382635777496960
Gaia DR3 2152827480669989760,85.18860728144752,21.230101149012523,12.983932887519343,8.789208,0.76911545,0.29853058,0.47058487,5806.4033,-0.3981,4.3279,HD 238960,G0,PM*,77.01826624205972,-1.4180792110763196,6.0215677089872175,71.53834237057623,27.889417852101122,C1-S8-U3,HD 238960
Gaia DR3 2599418940317101568,46.86986306238552,-53.84560303190373,12.984154981586876,16.00294,2.9953098,1.7469025,1.2484074,,,,LP  760-17,,PM*,77.01694884404282,5.795737126765083,31.063469895749012,33.16016995372069,-62.18580526070368,C4-S4-D7,LP 760-17
Gaia DR3 3010483800588573952,214.03911987305088,-21.802900031187303,12.989503981126397,16.324915,3.0623293,1.7871819,1.2751474,,,,Gaia DR3 3010483800588573952,,PM*,76.9852337281692,6.1197722287238285,-59.230851647570006,-40.01058124474032,-28.593457533890998,R6-T5-D3,Gaia DR3 3010483800588573952
Gaia DR3 5096026942072990464,212.82569776977496,-43.2185914268911,12.989096017455328,15.071158,2.6979008,1.5066442,1.1912565,,,,Gaia DR3 5096026942072990464,,PM*,76.9876516930936,4.865858667232576,-47.14591544685438,-30.413405470192142,-52.719881805641805,R5-T4-D6,Gaia DR3 5096026942072990464
